rank,name,price,rating,rating_count,purchase_count,wish_count,link
100,당귀 당귀잎 1kg 내외 국내산 야채맘,10620,0.0,0,0,0,https://cr.shopping.naver.com/adcr?x=5Jd%2FP%2BkeVo3y8GIWJ4yHj%2F%2F%2F%2Fw%3D%3DsHzem5WE0CRXy7lRZXbOO5D7xk3AxgnC60wmV6p6dlGAyeQbwViskQtBXaUX5t0fK7Dks11Wmyf2EAoZ4m89jcXtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbq%2FNJeBW4dGFtQKmh2z%2Bs22peZY0cnnp56JlvVknGcC5q4yt62iHPDj%2BOs7a08s3IySavJl0iB19H37XmBKfhqhOxNVV7hqjmBxiOCZApm96VAxw3cvFQwZ8j5zpn77puOV3JyfHUQO%2FgoGJTcAz0u8tZtxaQytO2Z2AilwneRuEl21R2G0Nyibb%2FHbsoNjKNSwrKuJFdjnI5igxSCu7bkKOL5qnH83lOb2I0xHHgA96ZFRaGWxHmyWq%2BVkbwI6czeoQx9HFmHP4vlXFREmpA6CVdN3LpKf%2FbKuiZi7z1XJT14TNXA%2BoXi0W%2BAD0rGyfPL7N503DlruN6rqeYQZdaQDKjwqZkz6bXclDKz0S%2BE4%2F4lEyvcPT90ts6YLwOf50Qk1mRSbiAg%2FuzBnv0cQUCZhTCQS8JI4K9RrIOFiNgm8jMGp0FCoL9DLwjwXpav0HGMx3t6hNa8MXTaiQLSN%2BwjnyRCezSYLQXAZYZcK%2BGSVMRBNUmXNjuo1v6fnY33R7gmsaPkHTesIwQWNq2gV9T23zh4YDVmPMVLAvWpj5wbVgJ9MEzpKGqq%2Bp%2Bfq%2BGkLLjR1F%2B8lXGsN%2Bt7uYYFAZvHM2OqH9l6YII5ugOGfB4CYY%3D&nvMid=52870382099&catId=50002211
101,"사계절청년농부 [모듬쌈채소] 유러피안샐러드 로메인상추 샐러드야채 산지직송 600g, 1개",8900,4.91,886,0,7,https://cr.shopping.naver.com/adcr?x=WYwoU6MSmZ3%2BEa0xIKh1bv%2F%2F%2Fw%3D%3DskdB5hPEtUlyydHUBLt3Ks1NaMTbkYqJsgo0Uuh2sPMYqYz7nrboCYzzjBMYvm2u2wOR3GXctJrDUnKj0B6NO%2B%2Ful4cLX%2BclnLSsfHhavzhJUwOd%2BoAY0vBpoEz1AJ0N37WsYwZZwrXgHc7zhfpLEG2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdIte4zX80ej1QBRJnTt535RdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDZ2mO1FvQc3TarqYMjl6sLehLCTJo%2Bkh3Kl2xZYprNFys1asn6C0APfgXJNVFnJ519C5RHTPrSIBhsRmTOPk4AoEUnHiP5e%2F%2FrA8uto450RjEMtf8QX9%2FznnWWLB3darrPcl4AJiP3btMdLqShadupVKrH8AY7Es4f1IWErcj8gjsTlrUyg4zfhEP6pFx3PMHrHyq4qAS%2BMyIirAO0iGzdmghPF5KAUu%2FIeRzyn9TraG5ZE116KKoMO9RWLhd%2FwNYvgqx6MqL%2BD5Q1BLrupnmvXWZ9rwuHiikgtseU2tIdrxcGhdjeO8kFJblSyoaP96m2UwPoNNJhMbgbHwlIwRU8dtxQCa%2BuL435B8hHRpy%2FwUqXwa%2B%2FwGVhIN29eLCdZ0182OqH9l6YII5ugOGfB4CYY%3D&nvMid=89148931126&catId=50002211
102,무농약 유러피안 유럽 샐러드 1kg 자연재배 노지상추 모둠쌈채소 로메인 흑하랑 버터헤드,499000,4.97,1506,0,341,https://cr.shopping.naver.com/adcr?x=WR1BsrKlb61q6j4Euvg78f%2F%2F%2Fw%3D%3Dsr%2FkKpQhekm7LuQkmJTnGE13yBzHn6Y2gOVuO7BH4iFUyeQbwViskQtBXaUX5t0fKWNb%2Bth3XV9G00iRWWgJc93tDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOfSrzidNpVuvjIUbloVsZYEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUyjlUx4AHdMFLwO%2Fl8x6c9m716fL4I11KovyuRmcPGxOPo726E%2Fr2VlsVuSdy0TIs%2BPi4vERfG8O%2B7ktV%2BIkdxWddJwoGNcTmRzuX%2BZ3Bw63tbEsJyucw%2BuedC1ZRCuhIscxGE%2FI6S8BkAoXjHxCmCC5YyiGrSNorOwTiqcDgve5BjBlzuoZlfalwoTYA3ZSjdyrYM%2FxHcCKBaw6j5QEKE888MMEF6aRumGIXKmk63pvFBNNPw7dN8jj0l5LzajeTNEZZ2YF3TAS8U9k1YICHWxsTefnvaTcM%2FKXFIC4d0a1Wvgs22JKbgpzijabO3xWc2BAAaeRmNNRQmILk99yBMRthNd9qDbic84CJUamGZJ6x36M2247aAXsofxx8MkzijzRu%2Bfbs9IqT1Iu1dJ8D8OR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=84477817336&catId=50002211
103,[친환경 생산] 유럽 샐러드 채소 1kg 유럽형 상추 쌈채소,9900,4.83,710,244,119,https://cr.shopping.naver.com/adcr?x=j9L0W6CdDHiEGCLDg0UChf%2F%2F%2Fw%3D%3Ds1gOPQlJS6omKFXEfJIv1yYW82qcciZ3BxMiyv5Mk%2BIUyeQbwViskQtBXaUX5t0fKYhCs%2F7WzuWYAsGP%2B2kanOHtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WO4hRa8eyeKFIaPkdNsjJmqksKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUhTiqE1dDk6YabwFKmIjtWLZqzF%2F9wKuK62rWjLcc5a6Po726E%2Fr2VlsVuSdy0TIs%2B6C48sDxgsXerRufwkDKcws4FInf4BjI1PkJAeCOksguQ5kMS4%2BGd6ezfVmkrr9Ys5LPbv7wxSebPBfD904U%2BN6paDkIPnjb4jDZIWsh%2BVEEuK091f5a7OublHbWjKgfoeP66Va63xSf8liAxTVp2gaqwjZEnIMj8EYXQgL4PqZtiBpo9tmsbmq0EXJ8YO0j2mHR1s3ERVISX2xjibt3wsR1B1uflH4gv1q9Yawz6nty4cyTqNmzbPtQiExhwTFDjsESN8XKF8XtlRqFWW5GfVdznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=85582317608&catId=50002211
104,"유럽통채소 구라파살랏 1kg, 샐러드채소 주은농장",14200,0.0,0,0,0,https://cr.shopping.naver.com/adcr?x=A8QLjVo8w8oMfYsMxpr6Sv%2F%2F%2Fw%3D%3DsHFSOpNBmXausyq%2Bh1b0tHn4q6vNcSL6D0jw%2FezRboLv9Q4b0AOOS4pgmuR1ZszYLnbLRrodgaYqoCtGLXLMOGtY92VzbZGIT2ANoU%2FPZRu50dRPDLxh9CE%2BuE4lKRkEsY9WTF5zbGGzJuaSghZsH5%2FzNydFpBYLISmfKEJY16iRH7ZZAvzZjY3lx8YY2l30yUbI9AtaLqFXIj7laT1XWT%2Fl5Tit46cG7wQF0wfcZQvf8%2B2XA0h0j5z4aUDK3b347n%2Bj5Mdl6r%2FhuTAD9FG2QDRAhH67%2Bo13LLfctzeQcuiOyAE%2FwGErEiRuYauvJ5ibp4DtPbQSIu4wKcJ9eMdl1%2B9ltjZo0L5VQoXjVIHxiK2PrvXapDR%2F12ASMf4G0MJpxK716X3bza8JjZfe5EhnY5UrKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4UYTXmBmoL3ZH7da1%2FSHhmYD%2Bd93WCY7NF%2F8ZDU5otV4fma739cpvvGy%2BipeNg4pOBrngbdSM6OlsG0MxRRNAM3BKDqTLMUY08aXlExaLzk36ecvWN2uZKglCyzuMHVcA0ZCepdLQKwzLCPHjoESUdLMKB4nsEtaSJo98SqpiTMlwEKqxCLS0JYJOAr1IS1K2heo33V7PJ3ubb3kGpUB5Efg0pmzM9EgWeyLM7%2BBb2fyo4nF7fg5DVbmk0Id2qVbcbEhcW68h6IWqyAa1l%2BUtk9gQAGnkZjTUUJiC5PfcgTHPVjuyrWRTpJy6WOL2VWzFcGWcqAh%2BBrErXfIpZ4ooTzaHNasL7f8Ho9YV9MYcL6AdHI8FZtQVGFZJxOyBDKc%2B&nvMid=54311302678&catId=50002211
105,1kg 친환경 무농약 유럽 상추 유러피안 샐러드 채소 야채 카이피라 미니로메인 버터헤드,8900,4.92,901,747,162,https://cr.shopping.naver.com/adcr?x=wkcEPkQvZ3iFhiVzbiXSRv%2F%2F%2Fw%3D%3DsDeS6RO05VNGXX7nc9SnpaKkiDLNwHhh7wk7mt6caSvEyeQbwViskQtBXaUX5t0fKYaKR7mXuTaIVIO%2BT9a5AV3tDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOim%2FwOOVnEfEPnbi8ZjPJeksKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyU7HGC4ZUibdKxlYM0o0Wnh4YvdN71Oe3u4XALb9df1BGPo726E%2Fr2VlsVuSdy0TIszb1dMQWAt%2BdA7QvjwDplq8541ivWZ%2BbbTxqXoPtW1KBu1bjbV3tbps6M0YUOZr6SMspMpdRmEi4roFmvLwh2W%2B1Zmt38HCwwp21OhFvtvSTdhePuEI9qPrrYm%2B7rlH9yeFCeHmT0kGKvm0wx5KIzOIwEo%2F21DsyHiyamNlqnItHTNEChiqtxPAHTZEisAHCUUFpJ2mdNeg2n0yof3GXmmxpeGxgk5Mx2f21Jl6inRSueST7%2FUiaFGNiZh3AJKFZLNsZDz9Vx0ZjENF1AMJwZvOOB7D%2F47fGz06xG2TK4dUP%2F8MFXhCIXoQR9H0BM5NMG9Le%2BP0l0F1ZS%2BNwLiY8nlctVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=85291632829&catId=50002211
106,"채소명인이 만든 프리미엄 채소, 미니로메인 1kg",9000,4.83,468,242,51,https://cr.shopping.naver.com/adcr?x=2N67GgmKegJMJ0vX4s%2BDwP%2F%2F%2Fw%3D%3DsLp%2B4Rl5%2B3tcHqAtLTxVqUybYFCrnVfvZ%2FYaCJXfQFpcyeQbwViskQtBXaUX5t0fKMVLle2Q865bV6JMYvVRNVHtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVD9rXyqENDUD8omnd%2BAEOitqNZuGiYkpsV%2F1UFv2sMKhkVkrwf02LX0tEBe%2BnzEcQxdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFXHU%2BrNkTdk5Ovwp%2B6GmCpFYXfV3Ak4iiEQnbyc%2BMbAUscH60wEo6CY4KTqiZLPqqZaDTBDqMmC5Uyg9EldDdnHrLHdRkm0pHtkhEJzSg1nvS2LEm8ik2NSFe9qclWovQHCU9vTV4IonXA7hYCiwbu%2F%2FiR4TjokQ9sCGAxv%2B3Dmh1VHuTY4c5kfclaUbKgfOgfm8504xnxuLG%2BlYVJ7DFCYjP83YVomr6LM5FSD1vUwseoSj6sy3CmsoFrrcx%2FvrIquJ3TXNEhwwUWmjKgiHedqDTfexxXs8PdNxtW1hm3z%2B2qMxXYxInWBkIP7O1Y3%2FJDVVYCEpIqj9E4SeT0YfRKYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=82400327379&catId=50002211
107,무농약 친환경 산지직송 유러피안 샐러드야채 모듬쌈 채소 1kg 바타비아 크리스탈 버터헤드 로메인,7140,4.71,238,0,4,https://cr.shopping.naver.com/adcr?x=uWnMguM6PKqGGXj4NkfDM%2F%2F%2F%2Fw%3D%3DsbemBsttCqEojb4VdkiCFbteLXOTnDECMSM4G%2BsZq854yeQbwViskQtBXaUX5t0fKt1yJgjd%2FPjkNoz6qzfEUX3tDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbd8SII4vaspPaxSgpEDdifsK9oFI8znQfgc%2F9ORMzZERAxtpyC0LA90lBLEL18lFb6OPLqJhyuLNrzNjVef7ZfIdGELiLxseALdZPzPlyN81GdJsX6NXk2iRsjIb%2FBePqSsom7PVzUKsovgGUh3BQAJTk%2F5Pf5PWkwKfW3lsTBUhbB96TzmOqIw0oUBBX6kEW334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6Hg19K2YCxuTISlcImEl7%2BHsgYGaGggPYiAnSY0mp8ZUIS%2F54JiEH99wiy1pMHGWRaYDaee9DZA4g%2Fs%2B3oNh84nLzfNVo1KcSVSazeZg7M%2BAaRvhidRXaOemWFOBDst49B2iZJdVY4e1jRoLLu8LUhmAMlY2pFFmfpy8tFvw16slBvDlCJ%2BmQjl4QTrEvfISXI28HxgzrnaCH93%2B1W%2ByRegIEhEwV7lEfJ7cAduzyy2qPnEePewefIyySL%2Fpnu7q8nx4bDeOwUuLkJSxqg1TNCmmPItUJwuS2As15T97eX8jyUjx0LBc1wtmL2j%2BEL5%2Bur0DxeeFdQlARfzF5B%2Bn%2FqFnMgvagCnTwzxJcWY%2FD6Agq72%2BHwb%2BAbJK7lwbJcJ%2BAMKWg2tA0S5tH2rxRCYoFbaOaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=53379979456&catId=50002211
108,채소팜 치커리 500g 청치커리,3900,4.89,1578,2063,215,https://cr.shopping.naver.com/adcr?x=LKaNOaLnMHshCyGAhYCtLf%2F%2F%2Fw%3D%3DsGUZuNOb%2Fv3X6DNph1MyuJTpk%2FvX3ERRv631lQfzc9kUyeQbwViskQtBXaUX5t0fKsbh7BZgtah7AbIGHWucRHXtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOQ%2Bizt0eYJOq1NPatG%2FyWC0sKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUtuCWRf0caGnXgCVfEiFIXIXvKDCM1039epMEKR5mYRaPo726E%2Fr2VlsVuSdy0TIsPMrFuKtiN2HfDGlkSyiJMpZNNIJfdaEX7g1SGt2o8D1rWV%2FQUW3mlLbUH9TR9zzCYhsFh37pF52LtlC4JioNiPc74%2FXmFi2XouKimXUr3jYrsiiH7l0QI8NjV29V6zLw2WK%2FWOvtA%2BslrUyfOVJ1MjEeZssgCRcAsObn8MoepB%2BSDMw4zXXYBUQJeRPu103u6mbLYajWlrCAv9zkELai7%2F7WmWKu8bVw3QIiErqOPdRoaKZHilHbuauHUigNM5KA&nvMid=83715412446&catId=50002211
109,[조아쌈]모듬 쌈채소 샐러드 야채 당일 수확 로메인 케일 상추 적근대 특수채소 1kg 정기구독,10000,4.98,301,54,11,https://cr.shopping.naver.com/adcr?x=qmOqWyTKSCPGapXwMkzkZf%2F%2F%2Fw%3D%3Dsqlwm3VyH3EMelb4PeQYgqhHRj97uNGVxWsiXmgBie%2BUyeQbwViskQtBXaUX5t0fKblLa%2FrIpfuh0vio%2FCqfW7XtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOY5MtS8Nz%2FsCaxta3UCR8RUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUc11e8n4NbTU6hLgodVbQOHkei6ADbwEEKASM3GC1kSuPo726E%2Fr2VlsVuSdy0TIshY%2FCCNba2eszxZHiX8xIOOnMPnNIN%2F3Eu6VXGO%2F0RuEg%2Be%2B0r4CbI2IVky%2Fhco%2Bl8MTqZFhkHuuhs%2FOT4YoOcTqPnb2he9LodVLinGwSq%2BEVOz1cx34B6lWmWV6A%2Bq%2BjljXXbNjVhHXLBDYwY5opn74%2FlZPUDjcrgT3DPiFczpMJ3MWLZ1WOzhAthVYEI6RUpImpb7tBw%2FCnrqZbqTVGqM5uQNC1N%2FOsiv2Qzpb6sy7FmLYAnjh3Wj7CnidbLfiOKUQenoQnwl1QKUJBFuoaYc%2FLAok55GfcvTn%2Bbh%2FRxo95QoKQJ9TQcef2kKDRYdp1dbEIhGMQ%2BjdNjnemuiXcngN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=82783423740&catId=50002211
110,[초담팜] 친환경 무농약 유럽 샐러드 채소 1kg 모듬 쌈채소,12900,4.97,524,374,148,https://cr.shopping.naver.com/adcr?x=LBsLdMtO9aS8dWost0fSt%2F%2F%2F%2Fw%3D%3Ds%2F3oSBFRVnXXB2ulChPguS9jUDdPiyUEgTi%2FmZOeIWbL9Q4b0AOOS4pgmuR1ZszYLzG%2BZ66H85fkzLHg%2FJjLMU9Y92VzbZGIT2ANoU%2FPZRu50dRPDLxh9CE%2BuE4lKRkEsDb5IlfBQrYZYEzp9KCtiZsVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NK%2Byqw%2Fm4kbpl5PmgqaGRkkrKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4buMRLBsT69hAoQfxYizH9sFvd%2FxjMqJDuvFci1AJ650I2YS92VTPP7KXRs5j1QyA7VNfqPAzPRnO0l0%2Bk3ckEBF2lRTLWKC9i0UwP%2BMJmQf8IWSBkj6NnobfXH2UmUkWZQRTlXDjAWCUgWa3muYo%2F4ltXhZYQMpAKbnUMaN7WEJKlVIVy%2BzwOilS%2B7GsxY1bE3sh3TDkSxB3%2Fw5MI6V8qwaqwjZEnIMj8EYXQgL4Pqatql%2F7PM4wtW%2FFMC63FZ%2FdW%2FgNEA3CBFwiFh6hbUiivTeqGq20IDjNJdGVZvhuaa691uiRI8WTYcLSjpYzdzSeN%2Bw66LrgrJdbTYe7zztM7FaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=84958856042&catId=50002211
111,청담채 수경재배 유럽 샐러드 야채 1kg 유러피안 채소 버터헤드 로메인 상추 쌈채소,6700,4.82,135,0,101,https://cr.shopping.naver.com/adcr?x=7UDiex5cuSskSp26e6pqN%2F%2F%2F%2Fw%3D%3DsLcsynDkj8BjLbSvAYCd76zI2PzxzctCuRz9AXi%2BFj%2Bn9Q4b0AOOS4pgmuR1ZszYLQ422pSrFtUO2ygYUNthkFtY92VzbZGIT2ANoU%2FPZRu50dRPDLxh9CE%2BuE4lKRkEsDb5IlfBQrYZYEzp9KCtiZsVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NQQ%2BPgSfyJ9deqKKbumuPkKPxycAU8NZf7PdTum0uClt0gVakSBpfCgo6HJJ4HFOPsQMhll98L6682Au7Zj6fy%2F4Oit9u1fKdKpCYRa%2FBbrs1QmeK3ZPITzKHcbEnR%2BI8%2BNNgYj%2FeYhYwE347RPEjeRnpD%2FRtlwqD2IGACnt5JBLX8rKyLxtwT39VTNNuWlxbb%2FEXlw32wHdV%2FGQTAmRhe4%2FvaNR6XaC9C4ZeFJiaWHiEJ0RaNbnYf%2BXqDEsEamg8HH%2FAYHy8hQcYxoTUiYZHRpMCuo0pMIlafgWs0Jq%2FN1pXIfiLwY0HTKXxWpjttCMJtWjsMgISZ4dY9jKVt2WlifQfATNBMRV6MyEf6iMncAt4aQzixgp04q%2FEFr%2BoDfggUMAYH0HI%2B7wDYHpo8wgTiSKO%2BmeTXaHEhTfcRayPy4wJpD15nEcPYMqOP5GZWOTgUbEbLFapddy1t0mV4kSaBw%2Bhe6OKjxAd9I8bHqB5nql92kfPejs4NrPWNHMfw6EtosnNQe7b%2BN1JMn0qHFMI8wau4fTwOUqyF63FjwpQRls%3D&nvMid=88061774651&catId=50002211
112,[하루한쌈] 모듬쌈 버터헤드 로메인 레드벨 카이피라 크리스피아노 논산 유러피안 샐러드 채소 상추 쌈 프릴,15400,4.97,87,0,26,https://cr.shopping.naver.com/adcr?x=Z9hyLA%2BMRA3SONU1dxFP8P%2F%2F%2Fw%3D%3DsFhjJXeAmCo1G0Uv%2BQczEtNLieXOxOEhiRg2bufyi3ugyeQbwViskQtBXaUX5t0fKpJUnNk7ScodZGix%2FkUD%2FeXtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOmyTetlQL15Z5k0rsMWIGH0sKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUfoMB7GIJIhPP4p0wcIFsU6JgevLYVGc%2FyUQ3BCf4WTePo726E%2Fr2VlsVuSdy0TIsq%2BFj%2BiqPBOTPrFaDyORb5xkHFmTiSbRlzlVYRkxhtQIGOWGc5tARwJdD2ZWIEyIuaU0%2BbmYPUVoPbxNQe4mTeJjzDxs8Jc0WD3VO%2F2Q20DtQDw%2FYKjCWjXbsc3cFMiq1SN2nriTBhUtIqG2epDuFhRea8gDakYr%2BsHK4rGoQs35%2BKE7fJgdnI5Zwba9a0evlN5qi791N3TrpiiCUV1ADK%2FDGuQSf8tAZ4HblIrzhdjm%2BW53p%2BoQGIM83GgVMm8k%2BMrab7uRCARfjSpBQxsts5OejOSVfUvCLQmPruvsF0GCq4ndNc0SHDBRaaMqCId528CWUnZZhjEytbhWp6OPhBnhzyDzJSb6J%2BicvEu8Aj0izFkydmc5vnbRojrEKXpVxgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=83195708575&catId=50002211
113,채소팜 로메인 500g 통로메인 로메인상추,3500,4.83,1888,2449,670,https://cr.shopping.naver.com/adcr?x=r6MQiSDx6zsoPX11G1XFX%2F%2F%2F%2Fw%3D%3DsrXTuHmvTsinfjN541gho9hyBCzU329zQCj%2BivYxmW2EqYz7nrboCYzzjBMYvm2u2f0sx2UeiOCmlppSiqqzAS%2Ful4cLX%2BclnLSsfHhavzhJUwOd%2BoAY0vBpoEz1AJ0N37WsYwZZwrXgHc7zhfpLEG2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdseIICF9SL9JwBtxeIRpHw%2BGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubep0toh3gKUGqIaTru5Pm8i7DWWG8x0mT9Cq0zJEUJCPzTMZSodr25ENRl2DcC1iufR7cwwQRwa%2BdO2WgkOIZWpNOULZ7B%2BOqCIbP6BS6LlnWdTsclAlawNp6XRbBMDEH2ST2urnFp7h4JANGps0rCe%2FcGS2sPKwZhMg%2BJ6hsw6cmmpHuXveG9%2F15leJD9hcZWAxi%2BmjxBm96wuYngKRrXrLrckmFY5rhgcC5IZVvKxPYEABp5GY01FCYguT33IExd191etkwC%2FYscJie0arefKy29C%2BEgVk0x7R0x4hFRBlJ8Q5h8TrB4Jh7lAN4KtA75Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=83022647614&catId=50002211
114,모듬 채소 20종 로메인 버터헤드 비타민 쌈 쌈추 유러피안 야채 유럽 상추 케일,16800,4.89,4639,1487,70,https://cr.shopping.naver.com/adcr?x=y2DCWt%2Fbhhj3hTqSsQj2k%2F%2F%2F%2Fw%3D%3DsI7EGP3FBfj6n5OLpMmyAwk7entY822tCkp6pGSZiijj9Q4b0AOOS4pgmuR1ZszYLZxghAdTLakI0gfxVBciUR9Y92VzbZGIT2ANoU%2FPZRu50dRPDLxh9CE%2BuE4lKRkEsSZX5zbG4G4Fe7QaKOA9xsGvqR2unsG9Pw6XBns%2FftjJGNMg26%2F%2B4Y8kgsfd5XyPZvsOCQQA5iMG%2FdmA0rCQa2U1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJwly%2F1rnW6ExF0DUmUQ6Jis0rh2iums8rHm%2BFQ4K%2BwSzX8rKyLxtwT39VTNNuWlxbac%2FmEZI9Pe2UTz6B4vdepNPdX75pS%2BWZxhGM%2Bk%2F80brhRdJ6Gs8iW8O%2FpX9ek94IAEAtMTF8deEFfD1N61yoHDBOHRrGPQi6pNN7nASji6cQbRB307ftJHyE5T67AWHoF851EMOb88idISLq1bIa6EATnL7Y%2BlapjjYMXPoN2MVZMX6rz200BwrqCqbIajLVJvAM15d%2Bdrt%2FIz%2F%2BqbDcZvFJrDeCiCsn1rTA7ZbtoKDYEABp5GY01FCYguT33IExO6pc2mlKeGN%2FQmzpN2vLe9lZRg3Pi6OLezE2ICTt3PkrBtYOGtsZTobDNS%2FvP4QX5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=82808421871&catId=50002211
