rank,name,price,rating,rating_count,purchase_count,wish_count,link
115,"GAP인증 유럽샐러드 모듬쌈 쌈채소 상추 1kg(이자벨,버터헤드, 카이피라 등)",8900,4.86,1643,1178,120,https://cr.shopping.naver.com/adcr?x=GeXA%2BV0soy2%2BQ2lHdQQn9P%2F%2F%2Fw%3D%3DsMPjq%2F1%2BwFG0%2BdjOF6fPIgyusAD29SiHT6SajfSGyVY0yeQbwViskQtBXaUX5t0fKm3Nw92j6yK0ULR60oeuVg3tDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOBfBPV%2BlhtfQhitVldXpNHEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUIkh6LNPD17%2FgaLCdaFM4yvh99Ttk9mj%2BVBf8bHNLXCbX8rKyLxtwT39VTNNuWlxb4iJHSXvnApAOfDECp335hS1vq38yX1EPVOaVyO6AKfksYsWoKq3sqtWT%2BPlJwNyntKfCSIm137wYvWGy9pAZsf2bHsLOp%2Fdthnu2zZ9jDX%2BV87OypNeKYILWzNNeWM50T7csH96vN8JPQu3HNLwHYS0AWkQwHqcCczJYommbPzQuP4effkOM5JMxrALvFLXywn2dbfaDxgTzA5WfNzQ89Hjb%2F67EndSAIqZ67%2Bcqzqeq4ndNc0SHDBRaaMqCId520NjD8xPMP5VkROlKfHHxzUgmcnvmqwmy2rlxFGP3w7GGDyO%2BzBM5MtK27%2FT8%2BpgfgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=83420146313&catId=50002211
116,채소팜 다채 1.8kg~2kg 비타민채소,12000,4.9,605,755,75,https://cr.shopping.naver.com/adcr?x=zan2hkhEiRz3f%2FLxdhHvGf%2F%2F%2Fw%3D%3Dsdrxu65qF6%2F5OPWh151r392XYevuLfTwcqfcUt%2FtTF%2BMqYz7nrboCYzzjBMYvm2u2Dt1SRsvMQfVWiPAtvKtQhful4cLX%2BclnLSsfHhavzhJUwOd%2BoAY0vBpoEz1AJ0N37WsYwZZwrXgHc7zhfpLEG2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdDnTUNDQ%2BBy0LWyUaxedrx%2BGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubyjLq%2FZyqbiKSXohpAim94WVfTe2V09vhpoJiFXavbpjzTMZSodr25ENRl2DcC1iuK1biGx6LAPmurCVDyi8%2BqWOvylY1ExqDwKFK8Z6PwlvWdTsclAlawNp6XRbBMDEHd7p%2B3QqerdRl%2FP9FC3uev3tLi7P0W7hp6kDW%2FB3KVidQwBgfQcj7vANgemjzCBOJZsE9C1YJl5KptV%2BRbCO7bgBfXNr2bCvDU5CPZjW5rdYEKnG8NX%2FJ%2FaXCWJM%2FL3s6r1c84YOo3lUyP%2Fe9DnFVTywNkphjvbCgwFeyvbawT8GLCZomNcL5JVZ%2FSRJ4xQFkBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=82714053462&catId=50002211
117,"유러피안샐러드 로메인상추 샐러드야채 버터헤드 5종이상 모듬 쌈채소 1kg, 1개",9900,4.76,119,0,79,https://cr.shopping.naver.com/adcr?x=g2D0hXCUmRNFFo1pPEml7v%2F%2F%2Fw%3D%3DstDmmFINQfSarYklHzqwRhhoME6kb1jEQQe3AfyKelD8yeQbwViskQtBXaUX5t0fKgnTFx4MlBILDGfNY5hrQlHtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOGJ9lc%2F1tq8sBWD%2B3%2BLdAO01To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJlN2iEaM%2BwHAOaMkdJkyESSdsCTHl2LKYFmW0BVzlH6yB7%2BNOsU3jIHqgsfXQZGA%2FYqlaUv%2FGk%2B%2F1bGqSm9uJyjS4OcIeMF6rjRiecNqjFUhfC603SI8YxLDjsdIKEVA91pzUnzt86QGeBFVASS1mYKvo3MYgt7QT6uLqQXdulCjw5QifpkI5eEE6xL3yElyNwhxk0WZn%2BIPiOBzkT1gLSVBKy3%2FRf3oHDpiv0ffwgdn9A9XVf8Dr3PRDsW1X7wGudLS0PNk2c6A%2F0ZeOujiAKSrWiBJMww8PFZYJMMby6SrYEABp5GY01FCYguT33IExOhLpSdt0ov%2FC1ATJqJtjV3zgr%2BLKA1RZOHnmzJz6wc5%2BEoGyHTLse1fT4NNPrb%2BI5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=88716675185&catId=50002211
118,채소팜 적치커리 500g,3900,4.86,620,569,68,https://cr.shopping.naver.com/adcr?x=X8YjZ94Xcp2u%2FKCt%2FeJ8if%2F%2F%2Fw%3D%3DsWlGn0%2Bw8C95i%2Bm8EocapooL4%2Bbers9sAHQb%2BMrd0yIIyeQbwViskQtBXaUX5t0fKJIFES44VyhFkggk6tOPYtHtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WORdK5A72m51q8r80y7QqjYEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUNdUizbB88U33M3duAwj5RrMydjK%2Fqv2Br4mxrB4Oz16Po726E%2Fr2VlsVuSdy0TIsWltR%2FPk0k%2B7PH2BIRwXcnbf0K%2Fyji4AWsa%2F8pqSeDE1rWV%2FQUW3mlLbUH9TR9zzC1cG%2F7WmH3bmh0oPa7st72nH3lL3%2B22LxGex8UmuyzwtdUDt88agMVQMeWA3%2F3wac6uSvGSNJ%2FpUTvHLbp7Lg631cnID54MUVJl4Wnq4YUFpEJEuxUvkB19Nz%2BCbeO0lwVy8MlQpHAUWoMWAvqSsRjQN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=82448142058&catId=50002211
119,모듬 쌈채소 샐러드야채 쌈 상추 로메인 케일 유러피안,11900,4.94,681,318,41,https://cr.shopping.naver.com/adcr?x=nqdKauGQWhcPTl%2FEZlm0w%2F%2F%2F%2Fw%3D%3DsqKA8japXxOkiz6mfDl8e4KK7AZzoEvSeMIfPKXqWHvcyeQbwViskQtBXaUX5t0fKh7L%2FrWynXFWK5ipAtRy4JHtDtVfx0wYNK8da2rawLHkdhAs2Q84ZmQE4MgLP7tcbS1NscEhrTOBr9gPL2sgZVES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOl8pRoXo0hPzrxDCg55Lb7ksKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUhAT8uA%2FctpBG5286FsomdjLosZvLqbGxqdqS5bWiJSaPo726E%2Fr2VlsVuSdy0TIsCdGPuoVilh44JQln4T7A5Ayjex0FJRIzsxMhTKNS8qrlIhtKhl64prOgh9NbG3eoDdzk2GdokNWrZDiN%2F%2BnnloyK%2BmYGjzFZ5naAlCyBnBZrKPljQpKEleyTAOYdpPRkG%2BcLkloB0ucykatdYc5VeAaqwjZEnIMj8EYXQgL4PqYrKDGb%2FNCnkF5RSgvFDlWrW%2FgNEA3CBFwiFh6hbUiivTS%2BQRM8ktfhVAWoFBFkpRLERfAW3tEx0US9F9DQXQw3YvGIyb9kAThMIj852Hbr9VaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=82379041045&catId=50002211
120,"사계절청년농부 [모듬쌈채소] 유러피안샐러드 로메인상추 샐러드야채 산지직송 2kg, 1개",18900,4.91,886,0,8,https://cr.shopping.naver.com/adcr?x=ZTM3AEwvAYK3gytLL6igV%2F%2F%2F%2Fw%3D%3DsnxTo9X3HgP%2BrQfiST7dieRzXlMJokSECeoKKti4p3CgyeQbwViskQtBXaUX5t0fKBMI8Yp25lOgpeQCg4uC6XXKn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WObtcqE2cH9hkNHe7g5lJ4Y01To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJ8Ox6Z1VkGJqywxbEQ6got6yUsXKbIE%2FMK36oe6NhjzsaJJKDrW4EE7XwN7f89pdcyvA8UObqQFZn2mHV7qunKOQJ%2BPsSx6yv85MeWY3ap0aDFZi2kc%2FAZA2dMMhMPB9b7hMsQYBxEFRf5QsuKfCxXkI9pjMzsGN0SgR%2F2HvGJqh6S3SjpPIPvvnPRSKxpTPxiWIb9Xnn0rO%2FreWW897RxM9GVXC4JJyEp9h2HRryBWo7XO2EadiXVtjUphC9VhfBizQquzf4k9Tp4N6ZkC0BQLrXV2ga0MkzEEFjFUNoIVH%2FiVHXgGjuUxP8Z8gANwqvNsZDz9Vx0ZjENF1AMJwZvHQpZXskqS%2Fibdgt1QnBk9XfEHj6YPsIuIPeLMLkvxwpT6l%2FDjlGDU5j3fWxt%2BK1j8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=89148977444&catId=50002211
121,"치커리 쌈채소 모듬쌈 샐러드 야채 2kg, 1개",5000,4.69,678,8,1,https://cr.shopping.naver.com/adcr?x=SABqDPDhB4DmuFdQIDEhSv%2F%2F%2Fw%3D%3DsBeGc9tDkBCKFoe9XpiW2NCECdm6R9H4FXQabTKEdu%2B0qYz7nrboCYzzjBMYvm2u2Pal%2B%2BYvqo97riZ1VRRyk5iHdNAmtVqvNBIFxyW%2FdyhguXA835ek%2BP2kJLD83XwfHC4sWqMfHTIDVQRAQzalXumh9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdeQ2qGHeCwdy6cjokTnvkJxdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDQjHh4%2FrXHCkaAm8hXEtLUH5xmB3UNIm5xHVxXibMKwRs1asn6C0APfgXJNVFnJ513PGAwqX8FhoggeNp%2BGtV4628T0us2T%2FmqNyV9fzPPeUsPBuvxPYMJh2EKeqVU3V9BaeI3qTzGn09MzWQ%2FucXi6BVUWo%2BvAYFXhIgdO5ohuvw1KL62uxzjkKsUfqRveWcUxP5uymOj02HgL5xHxE4Ztb%2BA0QDcIEXCIWHqFtSKK9v4seRLPn4sCgtxaU7N31lMuREWE8AW0FfhPY4bNozwoHm5BVJEhJSiSZ2fxdUylWVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=89279428582&catId=50002211
122,당귀잎1kg 쌈채소 장아찌용 건강채소,9730,0.0,0,0,2,https://cr.shopping.naver.com/adcr?x=Ky2wRn0SEl%2BNXw9xcgF6UP%2F%2F%2Fw%3D%3DsRnqZM5ihADEFiX63kz%2BFf%2B5lIP9cU9EUeZqw42C9ixIyeQbwViskQtBXaUX5t0fKky0q4y6szP5FaQNlp%2BAng3Kn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ8YeLPXjhRTlGOmsKCsEuOmpeZY0cnnp56JlvVknGcC5q4yt62iHPDj%2BOs7a08s3I1ap4L4vtvYqyKwc%2F33gFHBOxNVV7hqjmBxiOCZApm96VAxw3cvFQwZ8j5zpn77puOV3JyfHUQO%2FgoGJTcAz0u56wsCJK3YCsxumUQldYlzsl21R2G0Nyibb%2FHbsoNjKNSwrKuJFdjnI5igxSCu7bkKOL5qnH83lOb2I0xHHgA96ZFRaGWxHmyWq%2BVkbwI6czeoQx9HFmHP4vlXFREmpA6CVdN3LpKf%2FbKuiZi7z1XJSCs%2BDIqlFJmzhCxXxodE%2BFbmgU%2FrZm6W5FGE%2F3vlpYmDKjwqZkz6bXclDKz0S%2BE48RL0XC8Rqjs6ytvK8x17w8dBniyFGSuXeaErpcZAXEfLgnQGkbeFn%2BXChjYsq8UCXACSs%2F7Q5h612Xo7EryPYXCbEuTuYWHKiPJR%2FPgXmZXkW7eLJJgxdibhtLYD0iHlfzwYD6fim8%2Fe0twv8kA56xCWqk3%2Btb81ay2aY7FYk4NHzh4YDVmPMVLAvWpj5wbVhARA5SW2K3QzNYpAVpGxS%2BddLYh63l8rwdtNNdCBfHms2OqH9l6YII5ugOGfB4CYY%3D&nvMid=53075740259&catId=50002211
123,새로운농원 [GAP]유럽상추 쌈채소 산지직송 500g 1kg 수경재배,6000,4.96,849,605,105,https://cr.shopping.naver.com/adcr?x=Yg0Y%2BzQzsLGMz9RSRPqd7f%2F%2F%2Fw%3D%3Ds%2F%2B6dA3BKzEkkWm6lxq9rWiYOuEHy56jpnIvoEfCWRhAqYz7nrboCYzzjBMYvm2u2s3Utwf8kP%2BWxM0I78ISoPyHdNAmtVqvNBIFxyW%2FdyhguXA835ek%2BP2kJLD83XwfHC4sWqMfHTIDVQRAQzalXumh9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdGp7t%2BE69S4Y9%2BFxEXRbFQ%2BGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubF3UGj6IzKHxTbhXOsevqqmuoaM0QFSo1OwVC%2FtApyiSORV8ucFb27anMA5th%2FKIKAyEIpAUMz1xGAu%2FKaChvL5zms5ksxYC3zpqj9ye5Rlf1MlgKmVIKhoXrbSEsPJokRh8PgCzfBLHOBmS%2B%2FmF%2FyEZukRDY3ii4oDlZR4R4qmbl6P%2FXX1ubGvwFWARhM%2B0HQEZf0xRubtfqj58I7Rvh4uknEQqqPjegZ0GMW%2BaR6uR1cjiI%2BpRUE07BH7JgLtYwB3cQdjKpYc9lGFWvhwLKdS3RRNURxBE6muLwe2uBcKfSicZkwIVOvOzHD0ajITG%2B6dqsq0EJAwuZyANBBq%2BelsRYS%2FYaovN%2FGK%2FKL7CHrO%2BCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=86887952115&catId=50002211
124,[율이네식탁] 신선한 샐러드용 채소 600g - 쌈채소 모음 당일수확 산지직송,10900,4.91,5390,435,94,https://cr.shopping.naver.com/adcr?x=IGClPRKZWTBi%2FTVT72t9cP%2F%2F%2Fw%3D%3Ds9I5Ni1ChaE7%2B3qwjJAJFgTF3HknxnZERrgIUhJCRjGcyeQbwViskQtBXaUX5t0fKbLBs1PdY065fPlWZGM60mXKn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOJmm1M%2Bt58zQPJoxaJTqZuEsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUTUNwchFy%2F%2FjE9s2Yg3CHZJOhBfkGT8U%2BDeT%2Fa1D65YDX8rKyLxtwT39VTNNuWlxbDF7zjC9IJeHqzye%2BEIa0B6jUmJFIHoNsb1XQks96zh7Imb5fOPbvcna3Aq23qhif5sDunf%2BGgDtJvQFVDQUTBHWWDdNQgGj2hH2%2BwObLjH8PGl6yyFnBXA7%2BcIPbmieBfiC6rpRB0r8zdpW3hCO2GcJdatLMi7s%2BKO2dNNefz%2FcgyjiQrR%2BWSa9yncquTaziWc4cFB2I4iwhAiuKjK%2FNTByBaFEj70nz7mzFYmAwMweq4ndNc0SHDBRaaMqCId52gRCVFpP84AtOi%2FmTKuM4IMvVK6Jl9ch7V4wCnWgZnXBLUbc%2Bk8NbOP7IpqtveKeqQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=83124570086&catId=50002211
125,채소팜 로메인 1.8kg~2kg 통로메인 로메인상추,11000,4.84,2494,1926,293,https://cr.shopping.naver.com/adcr?x=i%2BBLn5dFl3Udi0r5mVAu4P%2F%2F%2Fw%3D%3Dsrw1nQw3ZgMlSq9jMs2u3dME62b7%2BdSiZ5Pd%2B874WRt0qYz7nrboCYzzjBMYvm2u2laFWvuHBRhZnJXQYla%2Fg8iHdNAmtVqvNBIFxyW%2FdyhguXA835ek%2BP2kJLD83XwfHC4sWqMfHTIDVQRAQzalXumh9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4Vwihdgs9TCPJToXHx8Q%2BQXtWNK%2BGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHub8G4lMXOae6G21n177l7VWAt29ZsI%2BYLKExc3PPOwKfzzTMZSodr25ENRl2DcC1iuK1biGx6LAPmurCVDyi8%2BqarYlIuanFHGC%2BkjXYgfADXWdTsclAlawNp6XRbBMDEHrYwXAa%2F7XSGV6bJM9lb4JiqAfLLfglgOClGnSVKpgLL7K%2FGIJdCt%2FBSHihjTQTH0ub2j7m7HXA2So8gLG3qFSnb79iQ%2BwflNjCuI1jeT5RifdRIKyJaFbCaLjCWvadb4BCpxvDV%2Fyf2lwliTPy97OpM032BFJYu0ffWr6nN8DgUG3a5uJUAHIIzlkA9iz2CdPyzj1tKMF%2FRJ2%2BtUGX4UcAau4fTwOUqyF63FjwpQRls%3D&nvMid=82653586566&catId=50002211
126,샐러드채소 아쿠아포닉스 모둠 유럽샐러드 쌈채소 유러피안 야채,9800,4.87,4481,867,23,https://cr.shopping.naver.com/adcr?x=vmx7BP2FTRgDfWc0vtnrJv%2F%2F%2Fw%3D%3DsBjpmkhInsPyH7TYclww4%2B2YtsGW7554jmFK8%2F7EWrAD9Q4b0AOOS4pgmuR1ZszYLUm4RIrVgF4RmMfltpcdpwyxcr0bWJhtddj4wNO87SaC83hEARykrfCExql83gJfwTsxWxJMJt%2FWtY8FMvuL6QMVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NAEL2dyTkLpa95KtPfFVW%2FErKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4zJdVmZDiajhVMrCIS37SY6bdCfqicSRbnYjL35z%2BxtIfma739cpvvGy%2BipeNg4pOt7ZWHmubkfGxFNUkrtG%2F0HmGoPof1%2B%2FWqBjtGdjnM1X%2FbSNRMJGUGEPma5OzSR4zA3QmY%2F0%2FY6vTYJXrIcF4RFfihWniE8aRtvcLnzeZuFlm3KCFPkgQn5EGmNk0kxbE6JlZO3ZA5JXK%2BQZ8ERmp58GbBoIdM4ksUNTyrKCPMzWjUaxRwzucEGc3A5nYfAV5mq90CrdPTsJ4lQiasbZbUPEusdDtan0Oec5umhqmcfiO%2FFigcHg%2Fle1sjEBZXb1Daog3YtHidK8uw7Pvz630f5G8YvgjQ72RiCd%2BsvO2vnSFbDf4gHI5rSMJU1BWcIOg&nvMid=82482552838&catId=50002211
127,야채왕 로메인 레터스 상추 쌈채소 2kg박스(1.8k~2kg),14000,4.91,709,1064,54,https://cr.shopping.naver.com/adcr?x=rU1s7WViBIGeHaM%2FGH9EZP%2F%2F%2Fw%3D%3Ds%2FZPN5BQldO8UALzhaE%2BkHmCG8YxCf1gd%2FOk7%2FOSmTRgyeQbwViskQtBXaUX5t0fK8x5qva29uNhrQTQCWSO343Kn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOuBI%2BCaKfP0wPE2gaqYKYJksKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUsKYSCn1LbySCj7Khk5NHYvXyxmwdnrS%2F8Nk%2FUXlpxZ%2BPo726E%2Fr2VlsVuSdy0TIsdgISj41GhOPZK%2F947%2FKzG58bVLrD1YA4%2BNaNUvhq6GrFHTJ%2B6UlJ8FH%2B%2Bfc036XCPwu4EbBdUEPOCbb0ZuaGK%2Bp%2FxH0iSHU3wiSNAaVzADVktYHVjGJozoXxAxcpa9lKHnSU%2BCQQqdtb9Sb8b55tMtpIgObOUCh7LSckrbJzQrBfNJaKYlzQig0awmCNOMYm8S6x0O1qfQ55zm6aGqZx%2BD5T%2FdSwmes8Fc6WgtbZKx%2FfVjSlUWpvhMt5MnRGY7aszE3AK98LIQJox2NBkNNk6YVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82721808973&catId=50002211
128,산지직송 수경재배 유러피안 샐러드 쌈채소1kg 로메인 버터헤드 유럽 상추,12100,4.9,1855,0,567,https://cr.shopping.naver.com/adcr?x=9JSjxvgWd3vitpPkU%2FXqoP%2F%2F%2Fw%3D%3DsTjxVu9eN0gmhcS6y2MeC%2B7%2BbFc9aRa%2BrL6vkphhRGyYqYz7nrboCYzzjBMYvm2u2rnWXkE1uzHR3OwZSzjrWJCHdNAmtVqvNBIFxyW%2FdyhguXA835ek%2BP2kJLD83XwfHC4sWqMfHTIDVQRAQzalXumh9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdQGL%2FK6NgUOFQW6dn807m4hdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDbvzOErjIx5yCDio3XVXEKv1wfnhil4IE3bTbS2s1xUMGOLBW%2FD9ts2q4bF0lnF7o%2BReg%2F2UVZHlSZGRc3WbeY2KZBvqddpmfWrhIdi30TlvNln5KA1%2FTc3yglOwxOysWadPI85XV%2FuDCGkP7CecEZC%2FbMJAxe6fG0fRMAjKJOPeiJVfq5%2FrsTrtcWMTK2piqTBOHRrGPQi6pNN7nASji6elDt7ep2MSXf0YFIApPraYJvAM15d%2Bdrt%2FIz%2F%2BqbDcZp2M7TEZhDOMheqtUmBLldTaYdHWzcRFUhJfbGOJu3fCvUdK4HHr2rp2Z9jP8P5C0JBlVE6i6VHRn5KAHtgbdifQJpyNuKyrZxOWFo0CbK7QV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=88297242384&catId=50002211
129,유기농 쌈채소 샐러드 채소 야채 1kg,16900,4.85,3795,469,119,https://cr.shopping.naver.com/adcr?x=y9YoJ6GkJKe4DlgdZJbcQ%2F%2F%2F%2Fw%3D%3Dseip0r%2BoZO1Ru5uBivC3lGMrlOckOvoP3ilXtiwBCAH0yeQbwViskQtBXaUX5t0fKi3HJjT73zYHr4kmL3ep6vHKn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOlPf4JSv1CKDvkyUPvYuhn6PxycAU8NZf7PdTum0uClt0gVakSBpfCgo6HJJ4HFOPsQMhll98L6682Au7Zj6fy%2F4Oit9u1fKdKpCYRa%2FBbrs1QmeK3ZPITzKHcbEnR%2BI8JeWmZz%2F4wP5pf5lzTQ0D2f2WsqAS%2BwRzyP72k1EzZtgyo8KmZM%2Bm13JQys9EvhOPRylC5F%2BGdDwJNQpShx%2BryqGgfapdNcj4ldqmAalq0nnfbDWWDzh%2BJZ%2FhSIHuzHQUGfTSg58UgI9c7OwaBPiy8Eo34X2jyofE3OldDtAeLQ%2FIvk5qJAC2R51VgkKCIqqOYokpRINx5PgH9VJ6jqDjPhmKHnqvdBh4h35lJTXUO1fn6EUxaNMpvvRSvoArfBiHU%2BccQU02FGaCbTQfMcZ3Pzaf%2FEgEjwcAU072tC1CUx1ayXn6DiW5pDuAQ%2FWDG5jNDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=11005504980&catId=50002211
130,친환경 샐러드채소 모듬 무농약 쌈채소 아쿠아포닉스 유러피안샐러드 500g 플로우팜,9900,4.96,91,0,94,https://cr.shopping.naver.com/adcr?x=NCOQMW8FTWUMDEjKD8dYhP%2F%2F%2Fw%3D%3DsBMLWaWqtIfRGJmyJx%2BScsCTHbK0NS1%2F7h9ieIiskXiwyeQbwViskQtBXaUX5t0fK2dqjTCY0wcZzIgJOFYuGR3Kn2ODkMqv%2BYytLKi7nkLxcd7q8qYKRewJaKjFedwZZ51nHfCAIVdnaT7sQmsMnakS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOlE4KXhxO3RFTC359336Tu0sKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUAnduwkYJMjZ%2BPngLCYlo8Vs5NrYrgRpqRROomRoflFSPo726E%2Fr2VlsVuSdy0TIsUoviSfE3exUkRNqMvnwBpauq2CUD98nWEq5M8PLXS0WC5CUz6o16D8BEgHuCjdhrvrz%2FGQQ7Te0SpUbPpzgIArLcZVMDcp2c1rJpIaIDDvUs2KSW1BnUOSavyy69L34g3CWwP5LTCWF6fBc8PonCBlFYkbIUH0EH2mbg63LfbzfFnEK19eFksIGe4x6pm%2BKckihT3B7L2pY271hcA67cCEnheYiChT5xio2X2JzfJeLldGvEdqIcmfmBxcgdNhOtRFpl%2BNMjZoz5BGHwB5mn3AKHd5BU5pfuVhWdunqwiEfssShQpDGnJn5eXMRi0NsEFX5vBkcSGzQMfgOGfago3UHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=86615195504&catId=50002211
